,Customer_ID,Recency,Frequency,Monetary,Average_Order_Value,Cluster,Segment
113,AH-13745,164,1,300.04,300.04,1,At-Risk Customers
114,AH-13809,162,1,155.05,155.05,1,At-Risk Customers
115,AH-13904,296,2,332.64,166.32,1,At-Risk Customers
116,AH-14107,53,7,2703.23,386.17571428571426,0,Loyal Customers
117,AH-14222,179,1,683.17,683.17,1,At-Risk Customers
118,AH-14529,62,3,578.61,192.87,0,Loyal Customers
119,AH-14719,12,5,1581.84,316.368,0,Loyal Customers
120,AH-14793,23,1,228.99,228.99,3,Potential Customers
121,AH-14867,158,3,710.28,236.76,0,Loyal Customers
122,AH-15198,124,2,193.64,96.82,1,At-Risk Customers
123,AH-15524,26,1,440.0,440.0,3,Potential Customers
124,AH-15881,314,5,501.39,100.27799999999999,1,At-Risk Customers
125,AH-16260,52,1,1035.45,1035.45,3,Potential Customers
126,AH-16261,18,4,728.54,182.135,3,Potential Customers
127,AH-16438,28,5,798.35,159.67000000000002,0,Loyal Customers
128,AH-16518,92,2,484.32,242.16,1,At-Risk Customers
129,AH-16570,17,10,3738.4,373.84000000000003,2,VIP Customers
130,AH-16638,24,10,1680.72,168.072,2,VIP Customers
131,AH-16722,19,13,4730.81,363.90846153846155,2,VIP Customers
132,AH-16835,278,2,180.85,90.425,1,At-Risk Customers
133,AH-17462,62,2,675.69,337.845,3,Potential Customers
134,AH-17691,359,2,290.4,145.2,1,At-Risk Customers
135,AH-17725,18,11,3439.08,312.64363636363635,2,VIP Customers
136,AH-17850,667,34,5391.21,158.565,2,VIP Customers
137,AH-17897,174,3,541.8100000000001,180.60333333333335,1,At-Risk Customers
138,AH-18181,26,1,366.85,366.85,3,Potential Customers
139,AJ-12667,1,1,620.13,620.13,3,Potential Customers
140,AJ-12920,19,1,162.78,162.78,3,Potential Customers
141,AJ-13461,140,3,1445.0,481.6666666666667,0,Loyal Customers
142,AJ-13466,127,1,307.9,307.9,1,At-Risk Customers
143,AJ-13467,12,2,1071.91,535.955,3,Potential Customers
144,AJ-15243,76,1,316.68,316.68,1,At-Risk Customers
145,AJ-15551,275,1,436.06,436.06,1,At-Risk Customers
146,AJ-16142,251,1,535.34,535.34,1,At-Risk Customers
147,AJ-16249,54,5,1800.07,360.014,0,Loyal Customers
148,AJ-16353,10,23,6675.71,290.24826086956523,2,VIP Customers
149,AJ-16400,185,1,303.93,303.93,1,At-Risk Customers
150,AJ-16427,265,2,241.06,120.53,1,At-Risk Customers
151,AJ-16980,257,2,1028.46,514.23,1,At-Risk Customers
152,AJ-17428,7,28,17256.85,616.3160714285714,2,VIP Customers
153,AJ-17582,238,1,175.27,175.27,1,At-Risk Customers
154,AJ-17788,75,2,1117.9,558.95,0,Loyal Customers
155,AJ-17799,24,10,3039.17,303.91700000000003,2,VIP Customers
156,AJ-17990,238,3,630.84,210.28,1,At-Risk Customers
157,AJ-18072,158,1,247.44,247.44,1,At-Risk Customers
158,AK-13548,68,2,678.16,339.08,3,Potential Customers
159,AK-13630,77,7,2031.78,290.2542857142857,0,Loyal Customers
160,AK-13662,36,3,881.26,293.75333333333333,0,Loyal Customers
161,AK-14500,2,3,356.85,118.95,3,Potential Customers
162,AK-15724,203,2,218.25,109.125,1,At-Risk Customers
163,AK-15922,698,1,369.5,369.5,1,At-Risk Customers
164,AK-16511,23,3,918.33,306.11,3,Potential Customers
165,AK-16734,54,3,646.76,215.58666666666667,0,Loyal Customers
166,AK-16754,666,1,2002.4,2002.4,1,At-Risk Customers
167,AK-16764,11,13,2790.95,214.68846153846152,2,VIP Customers
168,AK-17286,23,1,151.37,151.37,3,Potential Customers
169,AK-17520,55,1,546.81,546.81,3,Potential Customers
170,AK-17696,110,8,2285.71,285.71375,0,Loyal Customers
171,AK-18033,214,1,93.82000000000001,93.82000000000001,1,At-Risk Customers
172,AL-12603,23,1,739.2,739.2,3,Potential Customers
173,AL-12703,72,1,283.55,283.55,1,At-Risk Customers
174,AL-12921,11,37,16587.09,448.29972972972973,2,VIP Customers
175,AL-12981,61,2,372.21999999999997,186.10999999999999,3,Potential Customers
176,AL-13364,72,1,134.96,134.96,1,At-Risk Customers
177,AL-13876,154,1,122.7,122.7,1,At-Risk Customers
178,AL-13946,81,3,561.57,187.19000000000003,0,Loyal Customers
179,AL-14840,269,1,62.85,62.85,1,At-Risk Customers
180,AL-14907,30,7,3501.1,500.15714285714284,2,VIP Customers
181,AL-15090,253,1,381.32,381.32,1,At-Risk Customers
182,AL-15163,20,2,304.46999999999997,152.23499999999999,3,Potential Customers
183,AL-15361,363,1,418.92,418.92,1,At-Risk Customers
184,AL-15523,86,1,412.01,412.01,1,At-Risk Customers
185,AL-15640,18,15,12416.11,827.7406666666667,2,VIP Customers
186,AL-15683,119,1,193.75,193.75,1,At-Risk Customers
187,AL-15949,18,2,364.71999999999997,182.35999999999999,3,Potential Customers
188,AL-16801,38,4,1594.23,398.5575,0,Loyal Customers
189,AL-17423,48,2,698.41,349.205,3,Potential Customers
190,AL-17746,242,1,110.25,110.25,1,At-Risk Customers
191,AM-12458,73,2,947.4,473.7,0,Loyal Customers
192,AM-12673,243,2,610.52,305.26,1,At-Risk Customers
193,AM-12820,46,4,942.34,235.585,0,Loyal Customers
194,AM-12929,343,1,117.85,117.85,1,At-Risk Customers
195,AM-12953,11,1,329.85,329.85,3,Potential Customers
196,AM-12982,37,1,390.54,390.54,3,Potential Customers
197,AM-13116,140,1,501.14,501.14,1,At-Risk Customers
198,AM-13267,10,19,4521.49,237.97315789473683,2,VIP Customers
199,AM-13270,486,1,590.0,590.0,1,At-Risk Customers
200,AM-13379,28,3,572.56,190.85333333333332,3,Potential Customers
201,AM-13471,23,4,2501.84,625.46,0,Loyal Customers
202,AM-13513,217,1,205.1,205.1,1,At-Risk Customers
203,AM-13552,88,12,3740.07,311.6725,0,Loyal Customers
204,AM-13672,39,2,186.39,93.195,3,Potential Customers
205,AM-14607,17,14,16209.5,1157.8214285714287,2,VIP Customers
206,AM-14714,26,1,160.19,160.19,3,Potential Customers
207,AM-14929,152,1,223.88,223.88,1,At-Risk Customers
208,AM-15006,53,1,480.38,480.38,3,Potential Customers
209,AM-15195,152,1,3861.0,3861.0,0,Loyal Customers
210,AM-15197,12,3,1079.61,359.86999999999995,3,Potential Customers
211,AM-15397,291,1,94.0,94.0,1,At-Risk Customers
212,AM-15516,46,3,62.43,20.81,3,Potential Customers
213,AM-15847,290,2,389.27,194.635,1,At-Risk Customers
214,AM-16318,244,1,328.15,328.15,1,At-Risk Customers
215,AM-16409,4,5,2022.98,404.596,2,VIP Customers
216,AM-16954,18,9,2085.08,231.67555555555555,2,VIP Customers
217,AM-17068,14,21,4552.14,216.76857142857145,2,VIP Customers
218,AM-17105,192,2,665.78,332.89,1,At-Risk Customers
219,AM-17114,101,8,801.12,100.14,0,Loyal Customers
220,AM-17455,205,1,131.7,131.7,1,At-Risk Customers
221,AM-17460,185,6,622.43,103.73833333333333,0,Loyal Customers
222,AM-17506,77,1,302.2,302.2,1,At-Risk Customers
223,AM-17663,27,7,1802.91,257.55857142857144,0,Loyal Customers
224,AM-17913,1,2,408.65,204.325,3,Potential Customers
225,AM-17999,303,2,380.39,190.195,1,At-Risk Customers
226,AM-18159,39,1,530.15,530.15,3,Potential Customers
227,AM-18223,41,14,6484.54,463.18142857142857,2,VIP Customers
228,AN-14530,27,6,2862.11,477.0183333333334,0,Loyal Customers
229,AN-14651,6,2,653.75,326.875,3,Potential Customers
230,AN-15571,13,4,650.4300000000001,162.60750000000002,3,Potential Customers
231,AN-15755,2,6,2364.25,394.0416666666667,2,VIP Customers
232,AN-16243,56,2,409.1,204.55,3,Potential Customers
233,AN-16978,79,1,344.33,344.33,1,At-Risk Customers
234,AN-17795,181,2,342.83,171.415,1,At-Risk Customers
235,AO-13411,109,1,213.55,213.55,1,At-Risk Customers
236,AO-14161,128,3,1097.62,365.8733333333333,0,Loyal Customers
237,AO-14551,20,2,186.23,93.115,3,Potential Customers
238,AO-16385,62,3,554.86,184.95333333333335,0,Loyal Customers
239,AO-17832,51,1,155.37,155.37,1,At-Risk Customers
240,AP-13324,32,10,7121.95,712.1949999999999,2,VIP Customers
241,AP-13339,202,1,860.12,860.12,1,At-Risk Customers
242,AP-13388,133,2,677.1,338.55,1,At-Risk Customers
243,AP-13615,320,1,417.69,417.69,1,At-Risk Customers
244,AP-13632,26,5,2118.93,423.78599999999994,0,Loyal Customers
245,AP-14027,62,1,104.82,104.82,1,At-Risk Customers
246,AP-15475,79,1,454.11,454.11,1,At-Risk Customers
247,AP-15606,3,9,2920.16,324.4622222222222,2,VIP Customers
248,AP-15609,127,1,298.48,298.48,1,At-Risk Customers
249,AP-15877,19,2,490.33,245.165,3,Potential Customers
250,AP-15885,124,3,379.35,126.45,1,At-Risk Customers
251,AP-16042,23,5,1177.47,235.494,0,Loyal Customers
252,AP-16253,245,2,3683.86,1841.93,0,Loyal Customers
253,AP-16268,72,2,667.65,333.825,0,Loyal Customers
254,AP-16432,184,1,287.40000000000003,287.40000000000003,1,At-Risk Customers
255,AP-17255,42,2,291.48,145.74,3,Potential Customers
256,AP-17789,283,1,225.9,225.9,1,At-Risk Customers
257,AR-12401,100,1,84.3,84.3,1,At-Risk Customers
258,AR-12759,54,3,1531.44,510.48,0,Loyal Customers
259,AR-12939,38,8,11581.8,1447.725,2,VIP Customers
260,AR-13719,17,5,1041.68,208.336,0,Loyal Customers
261,AR-13804,80,7,2588.39,369.77,0,Loyal Customers
262,AR-13895,30,4,2593.07,648.2675,0,Loyal Customers
263,AR-14024,64,2,327.7,163.85,1,At-Risk Customers
264,AR-14307,2,6,2995.72,499.28666666666663,2,VIP Customers
265,AR-14567,58,2,1530.36,765.18,0,Loyal Customers
266,AR-14978,74,5,1921.3700000000001,384.274,0,Loyal Customers
267,AR-15443,14,7,3213.59,459.0842857142857,2,VIP Customers
268,AR-15467,11,3,524.88,174.96,3,Potential Customers
269,AR-15522,89,2,397.99,198.995,1,At-Risk Customers
270,AR-15649,163,2,816.0,408.0,1,At-Risk Customers
271,AR-15707,45,4,916.98,229.245,0,Loyal Customers
272,AR-16030,284,1,331.24,331.24,1,At-Risk Customers
273,AR-16298,24,3,598.2,199.4,3,Potential Customers
274,AR-16668,16,6,306.72,51.120000000000005,3,Potential Customers
275,AR-16892,17,5,518.19,103.638,3,Potential Customers
276,AR-17102,263,1,25.5,25.5,1,At-Risk Customers
277,AR-17400,211,5,2097.84,419.56800000000004,0,Loyal Customers
278,AR-17566,27,2,869.77,434.885,3,Potential Customers
279,AR-17658,6,2,595.42,297.71,3,Potential Customers
280,AR-17787,65,4,1817.54,454.385,0,Loyal Customers
281,AR-18220,228,1,305.28,305.28,1,At-Risk Customers
282,AR-18239,220,5,1561.61,312.322,0,Loyal Customers
283,AS-12708,61,10,2712.91,271.291,0,Loyal Customers
284,AS-12994,33,3,974.42,324.8066666666667,0,Loyal Customers
285,AS-13258,13,3,672.83,224.27666666666667,3,Potential Customers
286,AS-13317,200,6,2273.68,378.94666666666666,0,Loyal Customers
287,AS-13549,4,7,918.2,131.17142857142858,2,VIP Customers
288,AS-14171,305,1,363.79,363.79,1,At-Risk Customers
289,AS-14381,54,1,202.68,202.68,1,At-Risk Customers
290,AS-14408,12,7,2599.03,371.29,2,VIP Customers
291,AS-14479,255,2,316.25,158.125,1,At-Risk Customers
292,AS-14631,52,3,1006.98,335.66,0,Loyal Customers
293,AS-14688,4,21,5579.1,265.6714285714286,2,VIP Customers
294,AS-15562,353,1,134.55,134.55,1,At-Risk Customers
295,AS-15579,304,2,327.6,163.8,1,At-Risk Customers
296,AS-15648,206,2,639.5,319.75,1,At-Risk Customers
297,AS-15739,245,1,449.12,449.12,1,At-Risk Customers
298,AS-15843,100,1,118.95,118.95,1,At-Risk Customers
299,AS-16173,17,6,1418.32,236.38666666666666,0,Loyal Customers
300,AS-16311,19,2,616.26,308.13,3,Potential Customers
301,AS-16872,79,3,680.02,226.67333333333332,0,Loyal Customers
302,AS-17090,2,7,1974.65,282.09285714285716,2,VIP Customers
303,AS-17212,254,1,226.85,226.85,1,At-Risk Customers
304,AS-17731,81,4,1240.11,310.0275,0,Loyal Customers
305,AS-17873,82,5,1848.96,369.79200000000003,0,Loyal Customers
306,AS-17997,65,8,1962.46,245.3075,0,Loyal Customers
307,AS-18068,291,1,101.7,101.7,1,At-Risk Customers
308,AS-18122,4,6,1793.06,298.8433333333333,2,VIP Customers
309,AS-18193,167,1,243.76,243.76,1,At-Risk Customers
310,AT-12516,5,2,1312.06,656.03,3,Potential Customers
311,AT-14201,62,7,747.4399999999999,106.77714285714285,0,Loyal Customers
312,AT-14427,52,2,363.34000000000003,181.67000000000002,3,Potential Customers
313,AT-14570,252,2,218.06,109.03,1,At-Risk Customers
314,AT-14641,23,1,110.46000000000001,110.46000000000001,3,Potential Customers
315,AT-15017,183,1,125.58,125.58,1,At-Risk Customers
316,AT-15194,79,15,7616.53,507.76866666666666,2,VIP Customers
317,AT-15345,47,1,393.54,393.54,3,Potential Customers
318,AT-15722,110,5,2211.21,442.242,0,Loyal Customers
319,AT-16159,283,1,348.2,348.2,1,At-Risk Customers
320,AT-16226,205,3,255.12,85.04,1,At-Risk Customers
321,AT-16556,107,7,3313.79,473.3985714285714,0,Loyal Customers
322,AT-17134,108,2,413.2,206.6,1,At-Risk Customers
323,AT-17377,25,20,4058.32,202.916,2,VIP Customers
324,AT-17871,206,1,155.9,155.9,1,At-Risk Customers
325,AT-18170,114,3,980.31,326.77,0,Loyal Customers
326,AV-12432,44,5,5059.32,1011.8639999999999,0,Loyal Customers
327,AV-13302,156,1,63.75,63.75,1,At-Risk Customers
328,AV-14156,1,55,117210.08,2131.0923636363636,2,VIP Customers
329,AV-14185,10,1,197.65,197.65,3,Potential Customers
330,AV-14395,61,9,3479.91,386.65666666666664,0,Loyal Customers
331,AV-14633,268,1,344.9,344.9,1,At-Risk Customers
332,AV-17654,161,1,117.55,117.55,1,At-Risk Customers
333,AW-12504,20,2,482.05,241.025,3,Potential Customers
334,AW-12684,26,7,2283.63,326.23285714285714,0,Loyal Customers
335,AW-13049,184,2,656.6800000000001,328.34000000000003,1,At-Risk Customers
336,AW-13083,77,2,303.75,151.875,1,At-Risk Customers
337,AW-13153,243,1,486.22,486.22,1,At-Risk Customers
338,AW-13307,33,1,15.0,15.0,1,At-Risk Customers
339,AW-13328,318,1,1308.48,1308.48,1,At-Risk Customers
340,AW-13571,14,12,2088.94,174.07833333333335,2,VIP Customers
341,AW-13634,37,5,1547.36,309.472,0,Loyal Customers
342,AW-13692,26,3,1488.32,496.1066666666666,0,Loyal Customers
343,AW-13835,27,4,834.57,208.6425,0,Loyal Customers
344,AW-13860,16,5,1245.9,249.18,0,Loyal Customers
345,AW-13978,16,2,196.79,98.395,3,Potential Customers
346,AW-14258,11,9,12669.98,1407.7755555555555,2,VIP Customers
347,AW-14327,165,1,311.65,311.65,1,At-Risk Customers
348,AW-14375,158,1,235.56,235.56,1,At-Risk Customers
349,AW-14542,158,1,103.25,103.25,1,At-Risk Customers
350,AW-14546,42,5,2573.93,514.786,0,Loyal Customers
351,AW-14755,11,11,5010.28,455.47999999999996,2,VIP Customers
352,AW-14766,67,6,2473.37,412.2283333333333,0,Loyal Customers
353,AW-14819,184,2,272.07,136.035,1,At-Risk Customers
354,AW-14975,59,1,279.94,279.94,1,At-Risk Customers
355,AW-15235,160,12,2247.51,187.29250000000002,0,Loyal Customers
356,AW-15567,20,1,186.01,186.01,3,Potential Customers
357,AW-15787,28,3,933.26,311.08666666666664,0,Loyal Customers
358,AW-16086,31,5,1121.39,224.27800000000002,0,Loyal Customers
359,AW-16207,27,1,394.38,394.38,3,Potential Customers
360,AW-16357,67,3,658.88,219.62666666666667,0,Loyal Customers
361,AW-16573,86,2,663.61,331.805,1,At-Risk Customers
362,AW-16912,30,11,2555.58,232.32545454545453,2,VIP Customers
363,AW-16916,25,2,562.41,281.205,3,Potential Customers
364,AW-17122,3,1,138.32,138.32,3,Potential Customers
365,AW-17438,255,1,388.45,388.45,1,At-Risk Customers
366,AW-17647,215,1,133.06,133.06,1,At-Risk Customers
367,AW-18154,45,2,399.19,199.595,3,Potential Customers
368,AW-18167,25,3,1384.86,461.61999999999995,0,Loyal Customers
369,AW-18265,74,2,801.51,400.755,0,Loyal Customers
370,AY-12785,425,1,311.95,311.95,1,At-Risk Customers
371,AY-15681,27,5,1426.16,285.232,0,Loyal Customers
372,AZ-12562,24,7,3781.7400000000002,540.2485714285715,2,VIP Customers
373,AZ-15342,306,1,406.09,406.09,1,At-Risk Customers
374,AZ-17110,167,1,163.29999999999998,163.29999999999998,1,At-Risk Customers
375,BA-14621,91,5,1788.36,357.67199999999997,0,Loyal Customers
376,BA-15540,13,1,213.3,213.3,3,Potential Customers
377,BA-16236,80,1,432.2,432.2,1,At-Risk Customers
378,BA-16337,275,1,151.05,151.05,1,At-Risk Customers
379,BB-12851,246,1,131.81,131.81,1,At-Risk Customers
380,BB-13359,154,1,439.56,439.56,1,At-Risk Customers
381,BB-14089,58,1,158.75,158.75,1,At-Risk Customers
382,BB-15289,61,3,939.78,313.26,0,Loyal Customers
383,BB-15597,244,1,324.57,324.57,1,At-Risk Customers
384,BB-15940,343,1,35.8,35.8,1,At-Risk Customers
385,BB-16140,215,2,725.18,362.59,1,At-Risk Customers
386,BB-16213,80,1,159.0,159.0,1,At-Risk Customers
387,BB-17144,86,2,984.57,492.285,0,Loyal Customers
388,BB-17556,207,1,157.9,157.9,1,At-Risk Customers
389,BB-17640,88,1,621.66,621.66,1,At-Risk Customers
390,BB-17677,30,30,16345.38,544.846,2,VIP Customers
391,BB-17769,14,10,3957.43,395.743,2,VIP Customers
392,BB-18024,65,2,389.78,194.89,1,At-Risk Customers
393,BC-13014,12,10,3466.28,346.62800000000004,2,VIP Customers
394,BC-13061,74,1,248.60999999999999,248.60999999999999,1,At-Risk Customers
395,BC-13208,1,6,1217.65,202.9416666666667,2,VIP Customers
396,BC-13325,83,1,675.3,675.3,1,At-Risk Customers
397,BC-13456,19,6,1766.72,294.4533333333333,0,Loyal Customers
398,BC-13579,16,2,467.04,233.52,3,Potential Customers
399,BC-14712,61,3,917.0699999999999,305.69,0,Loyal Customers
400,BC-14852,1,6,2836.69,472.7816666666667,2,VIP Customers
401,BC-15543,290,1,127.86,127.86,1,At-Risk Customers
402,BC-16545,166,1,339.3,339.3,1,At-Risk Customers
403,BC-17630,171,2,503.6,251.8,1,At-Risk Customers
404,BC-17633,33,4,1324.84,331.21,0,Loyal Customers
405,BD-13690,31,1,172.25,172.25,3,Potential Customers
406,BD-13722,133,3,2375.41,791.8033333333333,0,Loyal Customers
407,BD-13892,28,4,632.97,158.2425,3,Potential Customers
408,BD-13993,32,9,3466.36,385.1511111111111,2,VIP Customers
409,BD-15796,19,8,2708.61,338.57625,2,VIP Customers
410,BD-16455,154,7,1841.18,263.0257142857143,0,Loyal Customers
411,BD-16905,21,7,3037.6,433.9428571428571,2,VIP Customers
412,BD-17125,52,1,230.5,230.5,1,At-Risk Customers
413,BE-13575,1,5,732.07,146.41400000000002,3,Potential Customers
414,BE-18272,4,6,3078.58,513.0966666666667,2,VIP Customers
415,BF-12895,44,2,372.8,186.4,3,Potential Customers
416,BF-13623,91,5,727.74,145.548,0,Loyal Customers
417,BF-13853,59,1,1090.1399999999999,1090.1399999999999,3,Potential Customers
418,BF-14035,30,5,1428.02,285.604,0,Loyal Customers
419,BF-15009,14,3,1259.43,419.81,3,Potential Customers
420,BF-15983,23,4,1465.12,366.28,0,Loyal Customers
421,BF-16553,69,12,5719.82,476.65166666666664,2,VIP Customers
422,BF-16887,244,1,192.33,192.33,1,At-Risk Customers
423,BF-17024,47,3,95.85,31.95,3,Potential Customers
424,BF-17554,18,5,1952.45,390.49,0,Loyal Customers
425,BF-17747,114,1,71.4,71.4,1,At-Risk Customers
426,BF-18259,26,3,2338.6,779.5333333333333,0,Loyal Customers
427,BG-12362,31,10,5226.23,522.6229999999999,2,VIP Customers
428,BG-12447,68,1,476.49,476.49,1,At-Risk Customers
429,BG-12582,240,2,511.36,255.68,1,At-Risk Customers
430,BG-13591,184,3,1117.13,372.3766666666667,0,Loyal Customers
431,BG-14085,11,18,4421.29,245.62722222222223,2,VIP Customers
432,BG-14272,75,2,437.96,218.98,1,At-Risk Customers
433,BG-15709,342,1,133.25,133.25,1,At-Risk Customers
434,BG-17364,10,11,4462.68,405.69818181818187,2,VIP Customers
435,BG-18043,26,3,529.29,176.42999999999998,3,Potential Customers
436,BG-18095,40,2,580.05,290.025,3,Potential Customers
